jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,sigma_ra_arcsec,sigma_dec_arcsec,source,designation
2460877.757309,260.0987083333333,-18.14788888888889,17.88,g,I41,0.1,0.1,mpc_real_http,0003I
2460877.758251,260.09795833333334,-18.147694444444443,17.86,g,I41,0.1,0.1,mpc_real_http,0003I
2460877.996515755,203.83761805233772,-4.357273263756502,18.794345132364906,r,T08,0.35,0.35,extended_ATLAS_Chile,
2460878.1607868057,204.30804676984468,-4.939309712070984,17.256241633095975,r,T08,0.35,0.35,extended_ATLAS_archive,
2460878.187056,259.8178333333333,-18.126805555555556,20.0,G,250,0.5,0.5,mpc_real_http,0003I
2460878.189046,259.8165416666667,-18.126583333333333,19.9,G,250,0.5,0.5,mpc_real_http,0003I
2460878.252767,259.7749166666667,-18.12363888888889,19.9,G,250,0.5,0.5,mpc_real_http,0003I
2460878.254584,259.77375,-18.123444444444445,19.8,G,250,0.5,0.5,mpc_real_http,0003I
2460878.29745,259.7465416666667,-18.12225,17.5,G,L51,0.5,0.5,mpc_real_http,0003I
2460878.30132,259.74395833333335,-18.12211111111111,17.1,G,L51,0.5,0.5,mpc_real_http,0003I
2460878.3054,259.74129166666665,-18.121916666666667,17.2,G,L51,0.5,0.5,mpc_real_http,0003I
2460878.31417,259.7356666666667,-18.12163888888889,17.1,V,C82,0.5,0.5,mpc_real_http,0003I
2460878.32334,259.72950000000003,-18.121166666666667,17.0,V,C82,0.5,0.5,mpc_real_http,0003I
2460878.33289,259.7232083333334,-18.120527777777777,17.6,G,095,0.5,0.5,mpc_real_http,0003I
2460878.341094,259.71808333333337,-18.120166666666663,17.5,G,G17,0.5,0.5,mpc_real_http,0003I
2460878.355988,259.70833333333337,-18.1195,17.4,G,G17,0.5,0.5,mpc_real_http,0003I
2460878.36087,259.7054166666667,-18.11927777777778,17.3,V,M04,0.5,0.5,mpc_real_http,0003I
2460878.364852,259.70233333333334,-18.11911111111111,17.8,G,L06,0.5,0.5,mpc_real_http,0003I
2460878.3683,259.69987499999996,-18.118833333333335,16.8,G,A71,0.5,0.5,mpc_real_http,0003I
2460878.370863,259.69845833333335,-18.11875,17.6,G,G17,0.5,0.5,mpc_real_http,0003I
2460878.371307,259.698125,-18.118805555555557,17.8,G,L06,0.5,0.5,mpc_real_http,0003I
2460878.37179,259.69800000000004,-18.118805555555557,16.8,G,A71,0.5,0.5,mpc_real_http,0003I
2460878.37342,259.697125,-18.118361111111113,16.8,V,M04,0.5,0.5,mpc_real_http,0003I
2460878.37702,259.69433333333336,-18.1185,17.9,G,A71,0.5,0.5,mpc_real_http,0003I
2460878.377762,259.69395833333334,-18.1185,17.5,G,L06,0.5,0.5,mpc_real_http,0003I
2460878.38125,259.69141666666667,-18.118166666666667,17.6,G,095,0.5,0.5,mpc_real_http,0003I
2460878.38325,259.69045833333337,-18.118111111111112,17.4,r,213,0.5,0.5,mpc_real_http,0003I
2460878.39433,259.68308333333334,-18.117416666666667,17.4,V,M04,0.5,0.5,mpc_real_http,0003I
2460878.396597,259.6816666666667,-18.117555555555555,17.1,G,958,0.5,0.5,mpc_real_http,0003I
2460878.41026,259.6725,-18.116972222222223,17.8,G,104,0.5,0.5,mpc_real_http,0003I
2460878.41508,259.6694166666667,-18.1165,17.3,G,104,0.5,0.5,mpc_real_http,0003I
2460878.41991,259.66629166666667,-18.11641666666667,17.9,G,104,0.5,0.5,mpc_real_http,0003I
2460878.42098,259.66558333333336,-18.116305555555556,17.4,r,213,0.5,0.5,mpc_real_http,0003I
2460878.42991,259.65975,-18.115861111111112,17.6,V,Z90,0.5,0.5,mpc_real_http,0003I
2460878.432261,259.65820833333333,-18.116083333333336,17.1,G,958,0.5,0.5,mpc_real_http,0003I
2460878.433968,259.657125,-18.11566666666667,17.4,G,958,0.5,0.5,mpc_real_http,0003I
2460878.44153,259.65208333333334,-18.115250000000003,17.6,V,Z90,0.5,0.5,mpc_real_http,0003I
2460878.44935,259.6469583333333,-18.114888888888892,17.4,V,Z90,0.5,0.5,mpc_real_http,0003I
2460878.456373,259.642375,-18.11452777777778,17.1,G,958,0.5,0.5,mpc_real_http,0003I
2460878.45675,259.64208333333335,-18.114500000000003,17.6,V,Z90,0.5,0.5,mpc_real_http,0003I
2460878.46067,259.639625,-18.114444444444445,17.7,V,Y88,0.5,0.5,mpc_real_http,0003I
2460878.46184,259.63866666666667,-18.11427777777778,17.3,r,213,0.5,0.5,mpc_real_http,0003I
2460878.46275,259.638125,-18.114222222222224,17.6,V,Z90,0.5,0.5,mpc_real_http,0003I
2460878.46485,259.63675,-18.114305555555557,17.4,V,Y88,0.5,0.5,mpc_real_http,0003I
2460878.46798,259.63491666666664,-18.11394444444445,17.3,V,Y88,0.5,0.5,mpc_real_http,0003I
2460878.46859,259.63425,-18.11394444444445,17.6,V,Z90,0.5,0.5,mpc_real_http,0003I
2460878.47007,259.63345833333335,-18.11380555555556,17.5,V,Y88,0.5,0.5,mpc_real_http,0003I
2460878.472021,259.6320833333333,-18.113833333333336,17.6,G,958,0.5,0.5,mpc_real_http,0003I
2460878.473,259.63145833333334,-18.113750000000003,17.2,G,G40,0.5,0.5,mpc_real_http,0003I
2460878.480366,259.62645833333335,-18.11305555555556,16.9,G,958,0.5,0.5,mpc_real_http,0003I
2460878.48398,259.6243333333333,-18.11313888888889,17.4,G,G40,0.5,0.5,mpc_real_http,0003I
2460878.49694,259.6165416666667,-18.111805555555556,19.1,G,309,0.1,0.1,mpc_real_http,0003I
2460878.498659,259.61541666666665,-18.111722222222223,19.1,G,309,0.1,0.1,mpc_real_http,0003I
2460878.57849,259.56279166666667,-18.10869444444445,17.1,G,W62,0.5,0.5,mpc_real_http,0003I
2460878.59356,259.55283333333335,-18.107972222222223,16.9,G,W62,0.5,0.5,mpc_real_http,0003I
2460878.60792,259.54333333333335,-18.107277777777774,17.1,G,W62,0.5,0.5,mpc_real_http,0003I
2460878.700994,259.48195833333335,-18.10177777777778,17.99,G,W85,0.5,0.5,mpc_real_http,0003I
2460878.704534,259.47962500000006,-18.101583333333338,17.92,G,W85,0.5,0.5,mpc_real_http,0003I
2460878.708073,259.4772916666667,-18.101444444444446,17.99,G,W85,0.5,0.5,mpc_real_http,0003I
2460878.7084611855,203.62397338508805,-3.9250644705631883,18.32753860645165,r,I41,0.18,0.18,extended_ZTF_precovery,
2460878.711498,259.47545833333334,-18.102055555555555,17.89,g,I41,0.1,0.1,mpc_real_http,0003I
2460878.713852,259.4739166666667,-18.10213888888889,17.9,g,I41,0.1,0.1,mpc_real_http,0003I
2460878.718708,259.4703333333333,-18.10088888888889,17.88,G,W85,0.5,0.5,mpc_real_http,0003I
2460878.764982,259.440125,-18.09955555555555,17.29,r,I41,0.1,0.1,mpc_real_http,0003I
2460879.00309,259.28433333333334,-18.087833333333332,17.1,V,P87,0.5,0.5,mpc_real_http,0003I
2460879.00601,259.2823333333334,-18.08761111111111,,,P87,0.5,0.5,mpc_real_http,0003I
2460879.00893,259.2807083333334,-18.087444444444444,,,P87,0.5,0.5,mpc_real_http,0003I
2460879.04205,259.25845833333335,-18.085833333333333,16.7,T,D95,0.5,0.5,mpc_real_http,0003I
2460879.04634,259.25570833333336,-18.085555555555555,,,D95,0.5,0.5,mpc_real_http,0003I
2460879.04849,259.2540416666667,-18.085472222222226,,,D95,0.5,0.5,mpc_real_http,0003I
2460879.1549,259.184375,-18.080222222222226,16.7,G,N42,0.5,0.5,mpc_real_http,0003I
2460879.16106,259.1804583333333,-18.08,17.6,G,N42,0.5,0.5,mpc_real_http,0003I
2460879.17544,259.1709583333333,-18.07925,17.4,G,N42,0.5,0.5,mpc_real_http,0003I
2460879.31883,259.07691666666665,-18.072166666666668,16.6,V,C82,0.5,0.5,mpc_real_http,0003I
2460879.32843,259.07041666666663,-18.071555555555555,17.5,V,C82,0.5,0.5,mpc_real_http,0003I
2460879.33343,259.06691666666666,-18.071277777777777,17.4,G,L54,0.5,0.5,mpc_real_http,0003I
2460879.33378,259.06662499999993,-18.07133333333333,17.6,G,095,0.5,0.5,mpc_real_http,0003I
2460879.33461,259.06629166666664,-18.071194444444444,17.3,V,L04,0.5,0.5,mpc_real_http,0003I
2460879.33662,259.0648333333333,-18.071194444444444,17.7,V,L47,0.5,0.5,mpc_real_http,0003I
2460879.33758,259.0645,-18.071444444444445,16.8,V,C82,0.5,0.5,mpc_real_http,0003I
2460879.33759,259.06420833333334,-18.07122222222222,16.5,V,L04,0.5,0.5,mpc_real_http,0003I
2460879.34092,259.06216666666666,-18.070916666666665,16.5,V,C82,0.5,0.5,mpc_real_http,0003I
2460879.34098,259.06175,-18.071,18.0,V,L47,0.5,0.5,mpc_real_http,0003I
2460879.34106,259.06175,-18.07102777777778,16.4,V,L04,0.5,0.5,mpc_real_http,0003I
2460879.34148,259.061875,-18.070944444444443,16.9,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.34385,259.06058333333334,-18.07075,16.2,V,C82,0.5,0.5,mpc_real_http,0003I
2460879.34497,259.05958333333336,-18.070777777777774,16.0,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.34535,259.05920833333334,-18.07097222222222,17.0,V,L47,0.5,0.5,mpc_real_http,0003I
2460879.34979,259.05620833333336,-18.07058333333333,17.5,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.350878,259.0555833333333,-18.07055555555555,16.7,G,G17,0.5,0.5,mpc_real_http,0003I
2460879.35325,259.0539583333333,-18.07036111111111,17.4,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.35618,259.0519583333333,-18.07025,16.8,R,056,0.5,0.5,mpc_real_http,0003I
2460879.35633,259.05191666666667,-18.07022222222222,17.3,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.3594,259.04983333333337,-18.07025,17.0,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.361672,259.04837499999996,-18.07,,,K88,0.5,0.5,mpc_real_http,0003I
2460879.36168,259.04816666666665,-18.06980555555555,17.4,G,L54,0.5,0.5,mpc_real_http,0003I
2460879.365792,259.04575,-18.06975,16.8,G,G17,0.5,0.5,mpc_real_http,0003I
2460879.367054,259.04470833333335,-18.069666666666667,17.6,G,K88,0.5,0.5,mpc_real_http,0003I
2460879.36867,259.0437083333333,-18.069583333333338,17.2,G,G00,0.2,0.2,mpc_real_http,0003I
2460879.37134,259.042125,-18.069555555555556,17.2,R,056,0.5,0.5,mpc_real_http,0003I
2460879.37739,259.03774999999996,-18.069194444444445,17.3,G,C40,0.5,0.5,mpc_real_http,0003I
2460879.37823,259.0372083333333,-18.069027777777777,17.6,G,095,0.5,0.5,mpc_real_http,0003I
2460879.380299,259.03624999999994,-18.06911111111111,17.3,G,958,0.5,0.5,mpc_real_http,0003I
2460879.380746,259.03575,-18.068916666666667,17.0,G,G17,0.5,0.5,mpc_real_http,0003I
2460879.38919,259.03,-18.068444444444445,17.3,G,L54,0.5,0.5,mpc_real_http,0003I
2460879.39029,259.02958333333333,-18.068527777777778,16.7,R,056,0.5,0.5,mpc_real_http,0003I
2460879.393946,259.02716666666663,-18.068277777777777,17.1,G,958,0.5,0.5,mpc_real_http,0003I
2460879.39407,259.0269583333333,-18.068527777777778,16.5,R,056,0.5,0.5,mpc_real_http,0003I
2460879.39484,259.0263333333333,-18.06802777777778,17.5,G,C40,0.5,0.5,mpc_real_http,0003I
2460879.397655,259.02475,-18.06813888888889,17.1,G,958,0.5,0.5,mpc_real_http,0003I
2460879.407494,259.01825,-18.06758333333333,17.1,G,958,0.5,0.5,mpc_real_http,0003I
2460879.41229,259.014875,-18.06711111111111,17.2,G,C40,0.5,0.5,mpc_real_http,0003I
2460879.420942,259.00920833333333,-18.06675,17.0,G,958,0.5,0.5,mpc_real_http,0003I
2460879.445426,258.993125,-18.065694444444446,17.3,G,958,0.5,0.5,mpc_real_http,0003I
2460879.46164,258.982125,-18.06388888888889,17.98,G,K92,0.5,0.5,mpc_real_http,0003I
2460879.468675,258.97745833333335,-18.0635,17.77,G,K92,0.5,0.5,mpc_real_http,0003I
2460879.469899,258.9769583333333,-18.06438888888889,16.9,G,958,0.5,0.5,mpc_real_http,0003I
2460879.472236,258.97504166666664,-18.06336111111111,17.95,G,K92,0.5,0.5,mpc_real_http,0003I
2460879.475749,258.9727916666667,-18.063166666666667,17.71,G,K92,0.5,0.5,mpc_real_http,0003I
2460879.49328,258.9614583333333,-18.063083333333335,17.6,G,G40,0.5,0.5,mpc_real_http,0003I
2460879.495238,258.9601666666666,-18.063,17.4,G,958,0.5,0.5,mpc_real_http,0003I
2460879.50434,258.9540416666666,-18.062555555555555,17.9,G,G40,0.5,0.5,mpc_real_http,0003I
2460879.520895,258.9433333333333,-18.062055555555556,17.4,G,958,0.5,0.5,mpc_real_http,0003I
2460879.54931,258.9243333333333,-18.060166666666667,17.0,G,G40,0.5,0.5,mpc_real_http,0003I
2460879.56314,258.9150833333333,-18.059611111111114,16.8,G,G40,0.5,0.5,mpc_real_http,0003I
2460879.63256,258.8712916666667,-18.055611111111112,17.4,r,829,0.5,0.5,mpc_real_http,0003I
2460879.65457,258.8564583333333,-18.054472222222223,17.3,r,829,0.5,0.5,mpc_real_http,0003I
2460879.66031,258.8517083333333,-18.054694444444443,17.22,T,H45,0.5,0.5,mpc_real_http,0003I
2460879.66247,258.85020833333334,-18.054583333333333,16.91,T,H45,0.5,0.5,mpc_real_http,0003I
2460879.66321,258.8506666666667,-18.053972222222225,17.3,r,829,0.5,0.5,mpc_real_http,0003I
2460879.66398,258.84912499999996,-18.054583333333333,17.89,T,H45,0.5,0.5,mpc_real_http,0003I
2460879.66445,258.849875,-18.05402777777778,17.2,r,829,0.5,0.5,mpc_real_http,0003I
2460879.66568,258.849,-18.053972222222225,17.3,r,829,0.5,0.5,mpc_real_http,0003I
2460879.66639,258.84749999999997,-18.05452777777778,17.45,T,H45,0.5,0.5,mpc_real_http,0003I
2460879.6702983784,203.8291439628868,-4.220367381306978,15.862329410902255,r,691,0.25,0.25,extended_Spacewatch,
2460879.67065,258.84479166666665,-18.05425,17.66,T,H45,0.5,0.5,mpc_real_http,0003I
2460879.94319,258.66495833333335,-18.039166666666667,17.0,T,Q62,0.5,0.5,mpc_real_http,0003I
2460879.94932,258.66100000000006,-18.039,,,Q62,0.5,0.5,mpc_real_http,0003I
2460879.95547,258.656875,-18.038722222222223,,,Q62,0.5,0.5,mpc_real_http,0003I
2460879.99122,258.63320833333336,-18.037722222222225,,,Q11,0.5,0.5,mpc_real_http,0003I
2460879.99622,258.62983333333335,-18.0375,16.8,T,Q11,0.5,0.5,mpc_real_http,0003I
2460879.99831,258.6283333333334,-18.037444444444446,,,Q23,0.5,0.5,mpc_real_http,0003I
2460880.00189,258.6260833333333,-18.037194444444445,,,Q11,0.5,0.5,mpc_real_http,0003I
2460880.0152,258.61720833333334,-18.036527777777778,16.7,T,Q23,0.5,0.5,mpc_real_http,0003I
2460880.027119,258.60920833333336,-18.03502777777778,17.91,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.030664,258.606875,-18.034833333333335,17.93,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.0342,258.60454166666665,-18.03463888888889,17.98,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.03775,258.6020833333333,-18.034444444444446,17.91,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.041316,258.59975000000003,-18.034222222222223,17.82,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.044852,258.597375,-18.03405555555556,17.94,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.048378,258.5950416666667,-18.03386111111111,17.87,G,Q64,0.5,0.5,mpc_real_http,0003I
2460880.13351,258.538,-18.029916666666665,17.3,V,Q14,0.5,0.5,mpc_real_http,0003I
2460880.14095,258.53345833333333,-18.02911111111111,16.4,V,Q14,0.5,0.5,mpc_real_http,0003I
2460880.14807,258.52820833333334,-18.029833333333332,16.9,V,Q14,0.5,0.5,mpc_real_http,0003I
2460880.2934,258.43312499999996,-18.022055555555553,17.2,G,C40,0.5,0.5,mpc_real_http,0003I
2460880.31085,258.42158333333333,-18.02111111111111,17.5,G,C40,0.5,0.5,mpc_real_http,0003I
2460880.324199537,204.09359110752857,-5.160269141375615,16.979765729492666,r,G96,0.35,0.35,extended_MtLemmon,
2460880.32811,258.41012499999994,-18.020166666666665,17.2,G,C40,0.5,0.5,mpc_real_http,0003I
2460880.341965,258.40099999999995,-18.018527777777777,16.9,o,M22,0.2,0.2,mpc_real_http,0003I
2460880.34314,258.4004166666667,-18.01936111111111,17.3,R,056,0.5,0.5,mpc_real_http,0003I
2460880.34692,258.39775,-18.019194444444445,17.1,R,056,0.5,0.5,mpc_real_http,0003I
2460880.353023,258.3937083333333,-18.01875,17.3,G,K88,0.5,0.5,mpc_real_http,0003I
2460880.35829,258.3900833333333,-18.01861111111111,16.9,R,056,0.5,0.5,mpc_real_http,0003I
2460880.358426,258.3900833333333,-18.018583333333332,,,K88,0.5,0.5,mpc_real_http,0003I
2460880.362462,258.38737499999996,-18.018444444444444,17.2,G,K88,0.5,0.5,mpc_real_http,0003I
2460880.36587,258.38512499999996,-18.01838888888889,16.9,R,056,0.5,0.5,mpc_real_http,0003I
2460880.36742,258.38416666666666,-18.018083333333333,17.1,G,G02,0.2,0.2,mpc_real_http,0003I
2460880.37557,258.3787083333333,-18.017666666666667,17.2,G,G02,0.2,0.2,mpc_real_http,0003I
2460880.38372,258.37325,-18.01738888888889,17.0,G,G02,0.2,0.2,mpc_real_http,0003I
2460880.40471,258.35908333333333,-18.01636111111111,16.8,G,G19,0.5,0.5,mpc_real_http,0003I
2460880.41205,258.3545833333333,-18.01602777777778,16.9,G,G19,0.5,0.5,mpc_real_http,0003I
2460880.42147,258.3483333333333,-18.01525,17.2,G,Z10,0.5,0.5,mpc_real_http,0003I
2460880.42935,258.343375,-18.01494444444445,17.4,G,Z10,0.5,0.5,mpc_real_http,0003I
2460880.43809,258.33725,-18.014333333333333,17.4,G,Z10,0.5,0.5,mpc_real_http,0003I
2460880.46142,258.32170833333333,-18.01313888888889,17.3,V,Y88,0.5,0.5,mpc_real_http,0003I
2460880.46873,258.31662499999993,-18.01275,17.2,V,Y88,0.5,0.5,mpc_real_http,0003I
2460880.47171,258.3145416666666,-18.01161111111111,16.79,o,M22,0.2,0.2,mpc_real_http,0003I
2460880.474649,258.31362499999994,-18.0115,17.78,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.47499,258.3124166666666,-18.01227777777778,17.4,V,Y88,0.5,0.5,mpc_real_http,0003I
2460880.478175,258.31125,-18.011305555555555,17.93,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.481704,258.3089166666667,-18.011166666666668,17.81,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.485236,258.30654166666665,-18.01097222222222,17.75,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.488198,258.3035833333333,-18.010694444444443,16.8,o,M22,0.2,0.2,mpc_real_http,0003I
2460880.488759,258.3042083333333,-18.01077777777778,17.79,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.492279,258.301875,-18.010583333333333,17.8,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.516578,258.28575,-18.009416666666667,19.0,G,309,0.1,0.1,mpc_real_http,0003I
2460880.517966,258.2848333333333,-18.009333333333334,19.1,G,309,0.1,0.1,mpc_real_http,0003I
2460880.55987,258.25675,-18.007055555555556,17.5,V,W89,0.5,0.5,mpc_real_http,0003I
2460880.56352,258.25429166666663,-18.00686111111111,17.6,V,W89,0.5,0.5,mpc_real_http,0003I
2460880.56714,258.251875,-18.006666666666668,17.6,V,W89,0.5,0.5,mpc_real_http,0003I
2460880.63478,258.2069583333333,-18.003888888888888,17.6,V,H36,0.5,0.5,mpc_real_http,0003I
2460880.64422,258.2005833333333,-18.003527777777776,17.7,V,H36,0.5,0.5,mpc_real_http,0003I
2460880.65476,258.193625,-18.002805555555554,17.6,V,H36,0.5,0.5,mpc_real_http,0003I
2460880.680661,258.17604166666666,-18.000611111111112,17.52,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.684186,258.1737083333333,-18.00038888888889,17.8,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.687711,258.17137499999995,-18.000194444444446,17.92,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.691259,258.1689583333333,-18.0,17.85,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.694779,258.1666666666667,-17.999805555555557,17.81,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.698297,258.16429166666666,-17.99961111111111,17.87,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.701829,258.16195833333336,-17.99941666666667,17.7,G,W85,0.5,0.5,mpc_real_http,0003I
2460880.715276,258.1535416666667,-17.999694444444444,17.86,g,I41,0.1,0.1,mpc_real_http,0003I
2460880.738817,258.13758333333334,-17.998416666666667,17.04,g,I41,0.1,0.1,mpc_real_http,0003I
2460880.94119,258.0035833333333,-17.986611111111113,17.3,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.94415,258.001625,-17.986472222222222,17.3,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.9471,257.99962500000004,-17.986333333333334,17.3,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.95004,257.99766666666665,-17.98616666666667,17.1,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.95298,257.99566666666664,-17.986,17.0,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.95567,257.993875,-17.985861111111113,17.1,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.95826,257.992125,-17.98575,17.1,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.96085,257.990375,-17.985583333333334,17.0,G,Q62,0.5,0.5,mpc_real_http,0003I
2460880.9763,257.98016666666666,-17.985583333333334,,,Q11,0.5,0.5,mpc_real_http,0003I
2460880.98767,257.9725416666667,-17.984972222222222,16.7,T,Q11,0.5,0.5,mpc_real_http,0003I
2460880.98873,257.97170833333337,-17.983944444444447,17.2,V,Q73,0.5,0.5,mpc_real_http,0003I
2460880.99579,257.966875,-17.983611111111113,17.1,V,Q73,0.5,0.5,mpc_real_http,0003I
2460881.00285,257.96225000000004,-17.983249999999998,17.3,V,Q73,0.5,0.5,mpc_real_http,0003I
2460881.004,257.96162499999997,-17.984083333333334,,,Q11,0.5,0.5,mpc_real_http,0003I
2460881.040253,257.93725,-17.98125,17.76,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.043794,257.93491666666665,-17.981027777777776,17.69,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.047344,257.9325416666667,-17.98086111111111,17.73,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.050895,257.9300833333333,-17.980694444444442,17.8,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.054471,257.92775,-17.980444444444444,17.79,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.058015,257.92537500000003,-17.980277777777776,17.86,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.061545,257.923,-17.980083333333333,17.88,G,Q63,0.5,0.5,mpc_real_http,0003I
2460881.1599973044,203.74189680603226,-4.148926485804542,18.29587054527745,r,T08,0.35,0.35,extended_ATLAS_archive,
2460881.250817559,202.55337269337403,-4.005059301655642,17.041221725424325,r,C51,1.5,1.5,extended_NEOWISE,
2460881.30999,257.757875,-17.967499999999998,17.2,G,C40,0.5,0.5,mpc_real_http,0003I
2460881.310664,257.7574166666667,-17.967444444444443,17.57,G,L92,0.5,0.5,mpc_real_http,0003I
2460881.314204,257.7552083333333,-17.967444444444443,17.62,G,L92,0.5,0.5,mpc_real_http,0003I
2460881.319514,257.75170833333334,-17.967305555555555,17.74,G,L92,0.5,0.5,mpc_real_http,0003I
2460881.321284,257.75008333333335,-17.966944444444444,17.87,G,L92,0.5,0.5,mpc_real_http,0003I
2460881.3231,257.7490416666667,-17.967027777777776,17.0,G,L54,0.5,0.5,mpc_real_http,0003I
2460881.324823,257.747625,-17.966472222222222,17.37,G,L92,0.5,0.5,mpc_real_http,0003I
2460881.32559,257.7474583333334,-17.966638888888887,17.4,G,C40,0.5,0.5,mpc_real_http,0003I
2460881.341,257.7371666666667,-17.965833333333332,17.5,G,C40,0.5,0.5,mpc_real_http,0003I
2460881.36051,257.72425,-17.963833333333334,17.0,G,194,0.5,0.5,mpc_real_http,0003I
2460881.36358,257.72212500000006,-17.963694444444442,17.0,G,194,0.5,0.5,mpc_real_http,0003I
2460881.36663,257.72012500000005,-17.963555555555555,17.0,G,194,0.5,0.5,mpc_real_http,0003I
